sentence,negativity,neutrality,positivity,compound
No monies was lost at my end ,0.474,0.526,0.0,-0.5423
ladies be extra cautious when you come across scammers through dating apps ,0.113,0.887,0.0,-0.1027
Do a Google image reverse search and pay attention to the details on their given pics to pick up clues to search for more information on the web regarding that person ,0.046,0.954,0.0,-0.1027
Bank Details to transfer the monies name theophilus mario Bank name Sparkasse bank Destination of bank transfer Germany ,0.0,1.0,0.0,0.0
I received a call from an unknown number at around 10.30am. ,0.0,0.86,0.14,0.0772
The scammer introduced himself as Chen de which hold some executive position in Singapore des HQ. ,0.0,1.0,0.0,0.0
"I was told i had a des credit card that was applied on the 20th August 2020, via online through des Beijing's branch in china ",0.0,0.89,0.11,0.3818
I was also informed I have an outstanding debt of $3900 that i have yet to make payment to it ,0.116,0.698,0.186,0.3612
They gave me the details of the credit card number as well as the purchase details which was a gold necklace brought from a mall in Beijing.I told them i did not apply such a card and it is impossible for me to make such a purchase because of couid pandemic ,0.0,0.878,0.122,0.6124
After which they double confirmed with me a few times whether did I apply the card or not ,0.0,1.0,0.0,0.0
I insisted i did and after which they suggested to me to file a report to Beijing police and des branch in beijing ,0.0,1.0,0.0,0.0
I agreed and they transferred me the line ,0.0,0.741,0.259,0.2732
That was the first indicator that triggered my suspicion had a long talk with the police at china mainly is revolving on the whole issue which i have trouble understanding what they were saying ,0.15,0.85,0.0,-0.6486
After which they suggested to file a recorded report via whatsapp so as to better facilitate the investigation at the 'DBS branch at Beijiing'. ,0.0,0.874,0.126,0.4877
This triggered my suspicion the second time that this might be a scam ,0.387,0.613,0.0,-0.743
Everything didn't add up for me at all ,0.0,1.0,0.0,0.0
Throughout the whole incident it was converse in mandarin ,0.0,1.0,0.0,0.0
I gave them my contact number and they claimed that they will call me later via whatsapp to do the recorded police report ,0.0,0.942,0.058,0.0772
Shortly after I called the des customer service afterwards to double clarify on this overseas credit card issue which they told me it's a scam ,0.136,0.769,0.095,-0.2732
Please do not provide any requested details to callers who call you unexpectedly and always always verify the callers identity ,0.0,0.892,0.108,0.3182
Robocall stating that it is calling from OBCB. ,0.0,1.0,0.0,0.0
it has detected unusual behaviour in the bank account and that the account will be forcefully closed in 2 days it asked the victim to click on a number to talk to the customer officer for further clarifications. ,0.056,0.909,0.035,-0.2023
I hung up after that ,0.0,1.0,0.0,0.0
"A lady sound like native indian claiming she is calling from Singtel cyber security dept ( calling from a local mobile # 9253 5342 ) and that my internet router / connection has been compromised and that more than 20 devices are connected to my router asked them for their verification if they are indeed from Singtel , they asked me to type cod and then assoc and there is a sid ID which only they and I know hence they will regurgitate the sid # over the phone to prove they are indeed from Singtel. ",0.0,0.945,0.055,0.5994
then they will follow up asking if I have my laptop admin password ....then that's when I hung up the phone.. ,0.0,1.0,0.0,0.0
"Received a call that claimed to be from ""Singtel"", it informed me that my computer ip is been hacked ",0.137,0.863,0.0,-0.4019
Caller had a very aggressive tone when been probed Further on details of my account with Singtel. ,0.112,0.888,0.0,-0.2247
eventually caller realised that i have been going around in circles and hung up ,0.0,1.0,0.0,0.0
I received a call on vibe with the name DBS/ POSB/ OCBC bank on it ,0.0,1.0,0.0,0.0
I was puzzled but didn't make an immediate connection that this was a scam call as I did have dealings with des the day before ,0.242,0.758,0.0,-0.7506
SO I picked up and A man with An Indian accent spoke to me ,0.0,1.0,0.0,0.0
There were background voices which CLUEd me in on this being a scam ,0.252,0.748,0.0,-0.5719
If I didn't know it was scam then his question of this is des bank ,0.222,0.778,0.0,-0.5719
You know ,0.0,1.0,0.0,0.0
"In Singapore."" ",0.0,1.0,0.0,0.0
Definitely gave him away ,0.0,0.526,0.474,0.4019
"I gave him the I'm working and am not free now... he promptly threw an ""f"" bomb and I hung up ",0.258,0.742,0.0,-0.7097
Received a phone call from +6586851611 and answered without giving a second thought ,0.169,0.831,0.0,-0.2584
"at first there was a Chinese lady who started talking but once i said ""hello"", immediately an hang moh"" accented man took over and told me he was calling from Singtel and that he was calling regarding my internet connection problem ",0.085,0.915,0.0,-0.5499
he said he detected faulty notification coming out from my Singtel account ,0.173,0.827,0.0,-0.3182
I hung up after saying there's no problem with my internet and I think you've a scammers ,0.29,0.71,0.0,-0.5994
'. ,0.0,1.0,0.0,0.0
Called to say he from Singtel. ,0.0,1.0,0.0,0.0
Reports that multiple users on my connection ,0.0,1.0,0.0,0.0
I asked him to verify what is my address ,0.0,1.0,0.0,0.0
He immediately hung up ,0.0,1.0,0.0,0.0
Caller had a strong Indian accent ,0.0,0.548,0.452,0.5106
Met seo jun through tinder ,0.0,1.0,0.0,0.0
he lived alone in london.lost his parents.has an aunt in thailand ,0.167,0.833,0.0,-0.25
"has been to Singapore-Pasir Ris,hougang, tampines. ",0.0,1.0,0.0,0.0
"bought a house in yishun,which will be rented out the spelt 'rent' as 'rant'). ",0.0,1.0,0.0,0.0
He likes to go to gym house ,0.0,0.682,0.318,0.4215
showed me 2 selfies of himself at the gym (*he was using an iphone). ,0.0,1.0,0.0,0.0
He said he has no friends when asked if he got hanged out with friends ,0.108,0.588,0.304,0.6124
he said he used to have 1 friend but not there anymore ,0.0,0.826,0.174,0.2732
he said he likes to go to he mall so 1 day he went and he said he bought something for me some ladies stuff that i might like ,0.0,0.825,0.175,0.6486
so he asked for my name address and email.i said why.he kept saying cos he like befriending me and wanted to send me a gift ,0.0,0.803,0.197,0.6597
eventually i gave me but i did not sent my full name). ,0.0,1.0,0.0,0.0
he gave me the courier website (ace-express.cf)and tracking num and kept reminding me to tell him when i received the email ,0.0,1.0,0.0,0.0
"his number in the site lacked of 1 digit eventhough the rest is the same sender address was put as uk small k,ya!). ",0.0,0.93,0.07,0.1511
"checked item description as 1 flowers 2 gift cards wrist watch gold necklace,make up box fend and gucci handbag,iphone 11 pro max ralph lauren perfume brown envelope!!! ",0.0,0.864,0.136,0.5826
later he messaged that he had hidden 5000pounds for expenses in the envelope cos he did not know how it would be in Singapore An email came and looked very dubious ,0.085,0.915,0.0,-0.4201
It requested for asking for SG$3k+.email was in improper structure with punctuation and grammatical errors ,0.146,0.854,0.0,-0.34
I found a similar scam story online ,0.481,0.519,0.0,-0.5719
I blocked him on whatsapp.1 minute later i received a number from UK which I ignored ,0.299,0.612,0.088,-0.4767
Interest Rate @ 1.10% 10K=$175 i 60 math 30K=$528 i 60 math 150K=$1884 i 84 math 250K=$3140 i 84 math Press Below link 4 info https://wa.me/6590572554 (Scammer's number Above is the first ,0.0,0.848,0.152,0.5106
"after contacting , scammer verified details , documents etc for processing loan ",0.0,1.0,0.0,0.0
thereafter transferred sad 1000 to my account ,0.341,0.659,0.0,-0.4767
in return scammer asked to be paid 1450 for releasing the loan ,0.0,1.0,0.0,0.0
"after it is paid , he made excuse of not able to process due to problem with system not accepting and needs to be paid again for release of loan ",0.152,0.808,0.04,-0.555
Rang the company he is reporting to be representing and found that he is not working in that company and realised it is a scam ,0.139,0.861,0.0,-0.5719
name used by scammer : ho oh bend ,0.0,1.0,0.0,0.0
"I too have received calls saying des has tried to contact me many times after pressing 3, a person AnswerS asking if i speak chinese then promptly hangs up when i say not ",0.0,1.0,0.0,0.0
Yesterday the call came from 8213222? ,0.0,1.0,0.0,0.0
number and the day before it came from +6568075067. ,0.0,0.86,0.14,0.0772
My husband received the same but with the calls originating in Malaysia and another from moscow ,0.0,1.0,0.0,0.0
! ,0.0,0.0,0.0,0.0
Claimed to be calling from Singtel. ,0.0,1.0,0.0,0.0
saying that my internet account has been compromised ,0.0,1.0,0.0,0.0
many overseas users are using my account for illegal purposes ,0.286,0.714,0.0,-0.5574
The problem is.... i don't even has an Singtel internet account). ,0.231,0.769,0.0,-0.4019
i hung up within 2 mins ,0.0,1.0,0.0,0.0
I met this guy name Lee wang in instagram ,0.0,1.0,0.0,0.0
I Chatted with him for like a day and asked for my number for whatsapp ,0.0,0.743,0.257,0.4215
He looked like a gentleman and decent ,0.0,0.667,0.333,0.3612
Pictures of him did not look fake at all ,0.0,0.758,0.242,0.3724
He claimed to be an American-born SINGaporean living in california ,0.0,1.0,0.0,0.0
We messaged every day and he was caring sweet and sincere ,0.0,0.473,0.527,0.836
And I thought it might be a good guys ,0.0,0.674,0.326,0.4404
Talking for about a week and he said he had this contract which he had been pursuing for a long time and was asked to go for an interview the next day ,0.0,1.0,0.0,0.0
And asked to wish and pray FOR HIM and would give me a surprise if he got his contract ,0.0,0.679,0.321,0.7269
Next day he said that he had been awarded for the contract and he was very happy and did shopping for himself and things he needed for the contract and also took the opportunity to shop for me and would send me before he went for his contract work for months offshore in mexico ,0.0,0.843,0.157,0.8588
He asked for my full name and address ,0.0,1.0,0.0,0.0
Since I was hesitant on how pricey the gifts was I didn't give him my real name nor my address ,0.105,0.895,0.0,-0.25
He sent me the pictures of the gifts AND i was shocked ,0.187,0.813,0.0,-0.3182
He said that he bought a MAC laptop Chanel bag perfumes and others ,0.0,1.0,0.0,0.0
He was asked for my name and address persistently and he said it was his way of showing his appreciation to me ,0.0,0.864,0.136,0.5106
He did this because he cared and loved me so much ,0.0,0.573,0.427,0.7717
But having known him for only a week I doubt that was the case and it was all scam later also found many similar cases of love scams ,0.327,0.533,0.14,-0.8271
"I received an automated voice call from number +65 6221 0731 saying that des bank tried to contact me several times and prompted me to press ""3"". ",0.0,0.951,0.049,0.0772
My call was then forwarded to an officer who spoke in mandarin ,0.0,1.0,0.0,0.0
The phone connection was poor ,0.437,0.563,0.0,-0.4767
He gave an introduction in Mandarin after asking him to kindly speak English i don't speak mandarin he only said no english and hung up ,0.08,0.803,0.117,0.25
Hi I have received a call (+65 69637527) from des claiming that des has been contacting me for my banking issues ,0.0,1.0,0.0,0.0
Sounded like a scam to me ,0.402,0.326,0.272,-0.296
To all ladies out there using cab dating app this is my encounter on the app ,0.0,1.0,0.0,0.0
Scammer - Chong wei tel no +61-412373046) his profile states he is 48 years old 1.82m tall subset engineer ,0.115,0.885,0.0,-0.296
he claims he is Singapore born with Australian citizenship lives in perth ,0.0,1.0,0.0,0.0
"a subset engineer with Exonmobil, coming to Singapore to take over an oil &amp; gas project his dad left behind this dad passed away of covid19). ",0.0,1.0,0.0,0.0
his wife died of Leukemia cancer and his last girlfriend cheated on him ,0.531,0.469,0.0,-0.9062
he will send pictures of his house in Perth along with his address photos are ripped off from interest &amp; other places address is real but property does not belong to him did a title search on landgate). ,0.0,0.947,0.053,0.25
